Source,Target
1,28
4,31
7,24
9,34
11,29
12,42
13,38
15,32
16,44
18,33
20,54
21,35
23,46
24,43
25,52
26,45
27,55
28,41
30,40
34,56
35,50
36,69
37,53
38,57
42,49
47,65
49,62
50,81
51,75
54,47
56,66
58,91
60,77
61,68
62,76
63,84
64,93
65,99
66,92
67,98
71,108
72,89
73,122
75,103
76,86
77,119
78,101
81,114
82,115
86,113
87,124
88,117
90,105
91,120
92,121
93,90
96,109
97,104
98,102
99,106
101,136
102,112
105,159
107,138
108,125
109,118
110,140
111,128
112,154
114,130
115,148
118,127
119,156
121,131
126,173
127,147
128,172
131,160
134,152
136,141
138,146
139,178
140,164
141,143
145,173
146,170
148,172
150,161
152,153
154,184
155,158
157,180
158,175
159,166
161,165
164,162
165,169
168,197
170,174
171,211
172,191
174,190
176,196
177,177
179,206
180,171
181,182
182,212
183,207
188,204
189,210
191,214
192,219
193,215
195,223
196,229
199,216
200,201
204,242
205,192
206,205
207,256
208,226
209,213
213,225
214,237
215,234
217,248
218,220
222,217
223,240
225,230
226,231
228,255
230,271
233,235
237,260
239,221
240,258
241,232
243,261
246,241
247,236
248,250
249,252
251,244
253,235
258,247
259,245
261,254
263,265
264,263
265,296
267,307
268,302
270,298
273,268
274,321
275,314
278,270
279,325
280,310
283,315
286,281
287,322
289,337
290,311
292,293
293,290
295,312
296,294
299,316
302,289
303,352
305,303
306,305
312,326
314,285
315,282
316,342
317,364
318,301
319,349
320,295
322,361
324,357
325,339
327,338
329,297
330,350
332,385
333,344
334,333
335,306
338,375
340,309
342,336
344,386
345,393
347,368
350,366
351,327
352,348
353,331
354,415
355,416
356,380
357,353
358,346
359,370
360,351
362,367
363,331
365,328
366,397
367,355
371,387
372,354
373,407
374,394
375,399
376,425
377,402
378,376
379,377
381,426
382,411
384,400
386,358
387,347
389,410
390,356
392,451
393,448
394,406
396,381
397,460
398,405
399,408
401,360
404,388
405,372
406,480
407,468
408,412
410,390
411,382
413,452
414,446
415,462
419,384
420,465
421,476
422,477
424,430
426,469
427,461
429,487
430,455
432,470
433,457
434,442
438,438
439,433
440,417
441,379
442,434
443,491
444,492
445,456
447,432
448,396
451,494
452,441
453,420
455,454
457,499
458,488
460,422
462,506
463,507
464,479
465,463
466,437
467,511
468,443
470,431
472,423
473,444
474,435
475,533
476,528
478,478
480,447
481,458
482,549
484,502
485,466
486,445
487,496
489,474
491,503
492,482
493,450
495,429
496,424
497,534
500,459
501,539
502,472
504,556
506,483
508,489
509,574
510,519
511,521
512,490
513,562
515,515
517,522
519,484
521,567
522,588
525,523
526,590
527,617
529,512
530,601
531,582
532,591
533,551
534,541
535,527
537,485
538,602
539,553
540,510
541,517
542,615
543,614
544,583
545,554
547,524
548,504
550,603
552,552
553,531
554,526
555,628
556,608
557,550
558,576
560,575
561,580
563,532
564,593
566,563
567,568
569,565
570,548
571,646
572,609
573,605
577,557
580,606
581,585
582,599
585,571
586,558
587,639
588,566
589,638
591,597
592,577
595,604
596,652
598,643
599,651
600,642
601,621
603,578
605,640
607,569
609,662
611,587
613,619
615,663
616,668
618,600
620,623
624,684
625,677
627,634
629,625
631,612
633,622
635,682
637,659
638,649
641,669
643,630
644,692
646,699
647,635
649,679
650,658
651,636
653,673
655,644
656,645
657,637
658,712
659,702
660,670
662,654
663,717
664,660
665,719
666,711
668,671
669,694
670,678
672,655
673,665
677,664
678,721
681,674
682,680
683,695
687,686
688,675
689,681
690,738
691,703
692,676
693,746
695,732
698,713
701,687
703,749
705,720
707,700
708,698
709,739
710,723
712,705
714,707
715,715
716,751
718,727
719,714
720,716
721,734
723,731
724,718
725,755
726,735
727,741
730,756
732,748
733,725
736,752
740,758
741,730
743,750
744,759
745,736
748,774
749,764
750,753
751,778
752,767
758,781
759,805
763,794
764,799
765,772
767,777
768,787
770,780
771,763
772,785
774,819
775,813
776,792
778,799
779,793
781,782
782,820
783,808
784,783
786,830
787,821
788,769
789,826
790,809
791,827
792,823
794,838
795,810
797,806
798,832
801,846
802,834
805,800
806,801
807,795
811,857
812,842
813,839
814,791
815,771
817,843
818,821
820,818
822,862
823,851
824,814
825,817
827,847
828,852
829,856
831,828
832,831
834,802
837,854
838,844
839,882
840,863
841,841
843,858
846,875
847,869
849,893
850,887
852,879
853,865
855,896
856,872
857,859
858,829
861,906
864,878
865,870
867,933
868,910
869,916
871,864
873,904
874,888
875,880
877,911
879,860
881,917
882,902
883,898
885,921
889,897
891,938
892,922
893,899
894,915
895,951
896,895
901,945
902,901
903,891
905,952
906,880
907,890
908,918
910,969
913,912
914,881
916,942
919,929
920,913
922,886
924,934
926,959
927,925
928,953
929,926
930,973
931,980
932,979
933,964
934,908
937,988
938,974
939,923
940,907
941,971
943,930
945,1002
946,989
947,983
952,991
953,990
954,943
955,1015
956,947
957,1016
958,1011
959,920
963,948
966,956
968,1023
970,932
972,970
973,961
974,941
975,950
976,981
977,984
978,954
979,949
982,944
984,1037
986,1032
988,976
990,985
992,1033
993,1018
995,986
996,977
998,1036
999,996
1000,965
1002,1028
1003,1045
1004,1017
1005,968
1006,1069
1010,993
1013,1019
1014,1009
1018,1006
1019,1029
1022,978
1026,1020
1027,1024
1028,1004
1029,1047
1031,987
1033,1055
1034,1071
1036,1061
1037,1059
1038,1035
1040,998
1041,1065
1043,1014
1046,1022
1048,1021
1049,1050
1050,1039
1052,1085
1054,1041
1055,1122
1056,1056
1057,1040
1058,1092
1059,1084
1060,1062
1062,1086
1063,1063
1064,1100
1066,1108
1068,1095
1071,1072
1072,1076
1073,1082
1075,1115
1076,1043
1077,1049
1078,1123
1079,1118
1080,1114
1081,1104
1085,1060
1086,1067
1091,1079
1094,1101
1095,1096
1097,1097
1099,1110
1101,1105
1103,1074
1104,1116
1105,1098
1106,1165
1107,1139
1108,1141
1109,1151
1111,1143
1112,1106
1114,1137
1115,1142
1118,1097
1119,1103
1120,1128
1121,1090
1122,1191
1123,1129
1124,1176
1126,1164
1127,1169
1128,1209
1131,1125
1132,1192
1133,1180
