Source,Target
2,1
7,14
8,9
12,10
14,12
16,15
19,24
20,3
23,27
25,22
26,20
27,25
28,43
29,34
30,29
32,45
34,35
38,40
42,47
46,46
47,54
50,30
51,61
52,64
53,48
54,57
59,67
60,58
61,66
62,49
63,44
65,78
66,76
67,59
71,42
72,85
73,79
74,70
76,55
77,66
78,62
80,56
81,97
83,72
87,106
88,98
89,100
91,65
96,129
97,108
98,96
99,88
101,92
102,121
103,74
106,83
111,86
112,84
116,127
117,109
120,119
121,132
123,105
125,134
127,110
128,99
129,126
130,113
133,141
136,125
138,145
141,148
142,136
146,149
147,159
150,133
152,161
153,155
154,140
155,173
156,167
157,163
160,151
161,137
162,152
166,158
167,143
168,147
169,174
170,169
171,165
173,144
180,177
183,179
188,194
189,199
192,180
194,193
198,189
199,211
201,206
203,201
206,221
207,208
210,195
213,214
214,196
215,233
216,213
218,200
221,222
223,236
226,204
227,241
229,210
231,238
233,218
237,212
239,243
242,261
245,257
246,226
248,270
251,268
252,239
253,224
254,232
255,235
256,269
257,228
260,254
261,249
262,260
264,255
265,247
266,279
269,284
270,263
271,262
272,251
273,252
274,246
275,289
278,300
279,296
280,272
282,295
283,271
285,264
287,316
288,314
289,291
290,273
291,305
294,283
295,306
296,297
297,293
298,285
299,301
300,267
301,310
302,298
303,286
304,326
307,294
308,321
309,329
311,292
312,324
314,341
316,320
317,281
319,342
320,325
322,327
323,307
325,313
327,330
328,308
329,303
330,357
331,353
332,343
334,363
337,369
338,350
339,331
340,345
342,304
343,380
344,358
345,359
346,360
347,383
348,354
349,335
351,378
352,323
353,392
360,334
361,387
364,362
365,388
366,349
367,414
368,385
369,366
370,361
371,338
372,413
373,407
374,348
376,405
381,408
383,367
386,409
388,364
389,400
390,406
392,373
393,423
397,397
399,447
400,443
401,395
402,391
404,382
405,398
406,453
407,431
409,368
410,452
412,432
417,424
418,419
419,396
421,457
422,458
424,394
426,402
427,461
428,462
429,448
430,450
431,416
433,438
434,417
435,460
436,488
437,433
438,454
439,454
442,468
443,426
447,435
448,422
453,483
454,465
455,427
456,487
457,493
458,473
459,486
460,500
461,491
463,484
464,464
465,514
466,455
467,430
470,506
471,507
472,477
473,456
475,442
476,446
478,496
479,524
480,519
482,546
483,502
484,470
486,520
489,530
494,518
495,511
498,541
499,532
500,515
501,480
502,547
505,512
506,459
507,558
508,540
509,535
510,521
512,571
513,516
515,565
517,561
519,504
520,564
523,525
524,476
526,575
528,497
532,580
536,517
538,505
539,590
540,585
543,499
545,552
546,586
547,566
548,588
549,542
550,526
552,537
553,593
554,596
555,597
556,557
559,576
560,610
561,553
562,600
566,607
567,594
569,554
570,545
571,619
573,583
574,611
575,601
579,550
582,569
583,628
587,602
592,644
594,613
596,643
598,620
599,622
600,617
601,604
603,591
604,632
605,639
606,634
607,621
608,577
611,637
612,608
613,573
614,574
615,648
616,589
618,579
620,618
622,584
624,661
627,623
628,659
629,662
631,638
632,653
633,664
634,641
636,636
640,606
641,671
643,654
644,631
645,677
647,630
651,678
654,650
655,672
657,651
659,680
660,660
661,705
664,642
665,732
666,699
668,673
669,667
670,627
673,707
677,726
678,700
679,690
683,740
684,694
685,697
686,744
687,723
688,708
691,733
692,669
693,701
694,685
695,668
696,778
697,734
699,682
700,750
701,751
702,735
703,704
705,720
706,773
708,729
709,741
712,765
713,737
715,712
716,702
717,778
718,714
719,745
721,686
722,679
725,738
726,692
727,687
729,711
730,779
731,696
733,730
734,717
736,727
737,796
738,774
739,766
740,770
741,788
742,817
743,716
745,785
747,760
748,822
749,784
750,810
754,799
755,787
756,780
757,722
758,805
759,742
761,775
763,809
764,786
765,797
767,739
769,768
770,859
771,837
772,829
773,790
776,743
777,818
778,801
784,792
785,806
789,748
791,855
792,839
793,823
795,769
796,764
797,824
798,820
799,793
801,849
802,807
804,762
805,834
806,776
808,825
810,826
812,855
813,862
814,811
820,850
823,777
827,803
828,798
833,875
835,869
840,846
841,831
844,880
845,828
846,856
847,842
848,896
853,853
854,857
857,847
858,893
859,881
860,889
861,866
866,819
867,808
869,915
872,923
874,905
875,877
876,916
877,894
879,882
880,909
884,890
885,873
889,861
892,906
894,932
895,910
896,897
899,886
902,930
903,927
904,917
905,895
906,898
908,920
909,900
911,943
912,924
914,956
916,947
919,925
920,863
924,888
925,940
926,935
927,912
928,955
929,907
933,908
935,968
938,922
939,982
941,985
942,969
944,975
945,945
948,983
949,986
950,961
951,954
953,998
954,963
955,957
956,939
957,937
958,972
959,928
960,976
961,949
964,926
966,984
968,959
971,1011
973,965
977,1009
979,991
980,996
985,997
987,1007
989,1034
994,1022
995,1012
996,1005
997,977
1001,1016
1003,966
1004,1058
1005,974
1006,971
1007,999
1008,1063
1011,988
1012,1028
1013,1018
1014,1025
1015,1013
1016,1006
1018,1017
1019,1014
1020,1049
1021,1068
1022,1047
1023,1019
1024,988
1026,1026
1029,1050
1030,1056
1031,1035
1033,1112
1034,1044
1037,1000
1038,1048
1040,1039
1041,1051
1042,1091
1043,1103
1044,1060
1045,1061
1046,1057
1048,1040
1049,1083
1051,1087
1052,1069
1053,1073
1054,1062
1056,1099
1060,1021
1061,1092
1062,1084
1063,1086
1064,1055
1066,1030
1067,1107
1068,1041
1069,1027
1070,1116
1071,1094
1075,1088
1077,1076
1079,1074
1082,1105
1083,1097
1084,1100
1085,1059
1087,1109
1089,1101
1091,1147
1092,1125
1095,1079
1098,1117
1100,1130
1101,1126
1102,1141
1103,1113
1104,1129
1105,1106
1107,1080
1108,1153
1110,1121
1111,1090
1112,1098
1114,1177
1115,1191
1118,1142
1120,1174
1122,1119
1124,1168
1126,1143
1127,1111
1129,1169
1131,1157
1132,1149
1133,1151
1134,1114
1137,1165
1139,1102
1140,1178
1141,1166
1142,1152
1143,1120
1144,1158
1146,1209
1148,1170
1149,1162
1153,1217
1155,1134
1156,1213
1157,1183
1159,1187
1165,1139
1168,1167
1170,1159
1172,1206
1173,1210
1174,1188
1175,1184
1176,1216
1177,1156
1178,1189
1183,1198
1186,1242
1187,1251
1188,1205
1189,1252
1190,1260
1191,1231
1193,1185
1194,1253
1196,1214
1199,1181
1201,1268
1203,1226
1204,1238
1206,1235
1207,1247
1208,1223
1211,1277
1212,1292
1213,1271
1214,1261
1216,1196
1217,1193
1222,1227
1223,1222
1224,1224
1225,1219
1226,1309
1227,1250
1228,1201
1229,1296
1230,1273
1231,1236
1232,1249
1234,1297
1235,1284
1236,1285
1239,1233
1243,1343
1245,1265
1246,1331
1247,1263
1248,1259
1249,1234
1250,1342
1251,1311
1252,1299
1253,1293
1254,1286
1256,1338
1257,1323
1259,1314
1260,1362
1261,1279
1262,1288
1263,1312
1264,1228
1265,1269
1267,1257
1268,1334
1269,1291
1270,1280
1272,1270
1273,1328
1274,1326
1275,1272
1276,1322
1278,1315
1279,1316
1281,1332
1282,1282
1283,1335
1284,1306
1285,1281
1286,1359
1287,1316
1288,1344
1291,1313
1292,1346
1293,1324
1294,1340
1296,1364
1298,1307
1300,1370
1301,1319
1303,1306
1304,1304
1306,1379
1307,1392
1308,1361
1309,1308
1310,1373
1311,1391
1312,1380
1314,1357
1315,1348
1317,1398
1318,1353
1319,1354
1320,1329
1321,1384
1324,1360
1325,1366
1330,1365
1335,1393
1336,1381
1337,1341
1340,1385
1341,1374
1344,1394
1345,1409
1346,1417
1347,1371
1350,1416
1352,1402
1354,1383
1355,1369
1356,1407
1357,1386
1360,1401
1362,1429
1363,1430
1365,1418
1366,1419
1367,1399
1370,1412
1371,1410
1372,1395
1373,1377
1376,1431
