Source,Target
1989,1958
1991,1957
1992,1960
1999,1974
2000,1963
2002,1951
2007,1961
2008,1959
2009,1969
2010,1982
2011,2000
2012,1973
2013,1980
2015,1984
2017,1975
2018,1970
2019,1972
2020,1967
2021,1999
2023,1975
2024,1979
2026,1994
2027,1993
2029,1988
2030,1998
2031,2009
2032,2017
2033,2020
2034,2021
2035,2027
2037,2023
2038,2014
2039,2001
2041,1996
2044,1988
2045,2006
2046,2033
2047,2007
2048,2026
2050,2034
2051,2013
2056,2032
2057,2038
2058,2039
2059,2042
2064,2030
2066,2018
2067,2043
2068,2019
2069,2031
2071,2058
2076,2052
2077,2057
2079,2036
2080,2045
2081,2047
2082,2051
2083,2073
2084,2061
2085,2066
2086,2062
2088,2049
2089,2071
2093,2053
2094,2069
2097,2056
2098,2079
2102,2081
2104,2075
2105,2059
2106,2078
2107,2074
2110,2063
2111,2068
2112,2064
2114,2083
2115,2087
2118,2086
2121,2076
2122,2088
2123,2091
2125,2093
2126,2095
2129,2098
2130,2094
2133,2085
2135,2103
2137,2090
2139,2105
2140,2104
2141,2096
2143,2101
2144,2107
2149,2109
2150,2113
2151,2116
2152,2108
2154,2114
2155,2127
2156,2120
2157,2121
2158,2122
2160,2125
2161,2124
2162,2112
2163,2119
2164,2115
2165,2130
2166,2132
2167,2129
2168,2134
2169,2136
2170,2131
2171,2128
2173,2126
2175,2135
2176,2147
2177,2139
2178,2142
2180,2141
2181,2149
2182,2146
2183,2159
2184,2145
2185,2160
2186,2157
2187,2150
2188,2152
2191,2159
2193,2158
2195,2156
2196,2163
2197,2153
2198,2162
2200,2167
2201,2170
2202,2172
2203,2148
2205,2166
2206,2176
2207,2168
2208,2171
2209,2173
2210,2175
2211,2180
2212,2182
2213,2164
2214,2178
2215,2174
2217,2179
2219,2177
